artist_name
🌟Loojy
Thujone
▼LIVE
GIOVANNI
CASANOVA FISH
パオジャンフー
HANNAふたりセット
🌟nous
Burgundy
Amsterdamned
STOCKMAN
花酔い
もちもちもっちーず
あらかじめ決められた恋人たちへ
ウォーターズ
kOTOnoha
白石はるか（メレ）
double face
AIBECK
zonji
mosmos
ピューパ!!
oldflame
swim in syuwar
demipogune
THURSDAY'S YOUTH
東京パピーズ
小野雄大
モーニングコールズ
うる性やつら
【DJ】
Varrentia
THE BEDROOM TAPE
🌟Leaps and Bounds
トークあり、弾き語りあり、何が起こるかわかりません。
MC：椎名うた(may in film)
mitsuami
無患子
MEAT EATERS
HiEND
音の旅crew
Loojy
場末
Marie Louise
Os Ossos
higo
白井將人(Halo at 四畳半
ミスタニスタ
siraph minimal set w
THIS IS JAPAN
The Dayclive
T.V.NOT JANUARY
usurahi
西田諒平(水槽のクジラ)
明日、照らす
COSMIC NOISE
Camel Camp
ガングリオン
※1 本公演はRinkyDinkStudio 吉祥寺WARP店 Cスタジオにて開催されるイベントになります。
FOOD : tanio(THE BARBA TOKYO MEAT MEET)
306area
落ちたふうせん。（釧路）
ATOMS
灰色ロジック
KAWAI JAZZ
ゲスバンド
MIC RAW RUGA
ヤマシタカホ(ひかりのなかに
神々のゴライコーズ
IRIKO
Souvenir
CONSTRUCTION NINE
【LIVE】
salsa
TheSpringSummer
uguis
SuperBack
成山剛（sleepy.ab）
ドラマ☆麺
さよならポエジー
カッパマイナス
ヒガ2000
Weak OptiMist
SONOSUKIMAKARA
may in film MG)
fuzzy apple store
Apes
※2 先着20名様限定
echinococcus
Ray
NAKED ON THE RUN
▼DJ
渦（青春群像録）
タオル（静岡）
cry crow.
and more!!!
luvliminall
カオティックフミキモキング(with 中村一太 from the cabs)
🌟ロッカ
KMC
🌟Foxtrot
EPPAI
Guest：
オオヤユウスケ（Polaris）
may in film P)
Nikoん
知念大地
and more!!!!
asayake no ato
GLITTER BUS
フミキモ
WastedFeels
ズンズンポイポイ
Dots Dash
一瀬汐音（word proof）
Imperfect
SUNRISEclover
SABANNAMAN
QLTONE
Pororoca
kayli
清水駿平
Maxipost
⚠️o.a サプライズ出演有り⚠️
the seadays
lepidot
AxSxA（HMV record shop）
くらげ計画
