artist_name
魅力女。
blankshore
ガールズアディクション
DJcocomelody
JunIzawa (LITE)
四方雄大
Legomenon
XOXO EXTREME
at field of school
The Second Baseman
SPKEZ
aoni
Azami
ミクロ菩薩
不夜城
mushizu
Dr.DOWNER
marbh
Flowers Loft
ヘンショクリュウ
2&
BUA
ある49日と私
ゲネラル・パウゼ
Betty
ピューパ!!
Atsuko
DOWNED
sanzashi
小鳥遊める
HOTVOX
のーねーみ
Teru
HOLLOW SUNS
袖口
Grace
ゲネラル・パウゼduo
YUMEGIWA GIRL FRIEND
yubiori
※下北沢ERA & 同ビルRINKY DINK STUDIO 3F スタジオを使った2会場サーキットイベントになります。
the back pain
ERA
ハチキュウ
翔加と米沢
Hellzapoppin’
Cafuneiro
岩倉葵依(PANDAMIC)
MAKKURAGE
Letizia
switch board
MORETHAN
"Vocal Instruction , Bammy"
vista
cense.
ヒッチコック
VISION OF FATIMA
Kengs
PANDAMIC
はにーぽけっと
Luouf
Sport
アビダルマ
Catalysts
toddle
tetote
ちょこふぁん
流星避行
Cloudy
武井麻里子
ผ้าอ้อม99999
丑03-USHIMITSU-
Seico
MIC RAW RUGA
nous
Biela
CUBΣLIC
メレ
さくら&まこ(from EMOE)
HIROCKS
mouse on the keys
エレクトリックリボン
山岸
maroudo
ふれるくうはく
OAKTAILS
Bless this union
Fomalhaut
OLPHEUS
Takenoko Take care
しろつめ備忘録
SEMENTOS
ミッドナイトシープ
YOUR ADVISORY BOARD
少女理論観測所
マチルダ
UtaHime
BOY MEETS HARU
AAD
wanbed
Hellzapoppin'
UNDERBLUE
会場: MOSAiC
HASHIRIBI
theseasons17hours
sommeil sommeil
水屑金魚
SAZANAMi Λug.
【Phantom Style】
濱口ハンナ
dogco.
THRH
Self Destruction in Your Dreams
Fallsheeps
PASTEL RADIO
BreakthroughMemories
Yoko
View From The Soyuz
國
4clutch
スネイルプール
横田 悠二
s-o-a
WOZNIAK
LAURELS
ARi
Sophia
Spinning Plums
RED in BLUE
Sound
しらい
LINK
Leebe
redmarker
S.K'
Sunny Miles
セカイシティ
ハリネズミの休日
