artist_name
逆・鱗・児
Melltaku
bass盆子原幸人）
LIVEHOLIC
Aishwaya
寝たふりナッパーズ
鼻の穴デカ太郎
ザ・ルーディー
mother fall asleep)
エスキベル
oh!! 真珠s
Clematis
arigarnon friends
MOSAiC
イロムク
ほんがひんが
borderline case
Offshore
sunriver
サイトウ乃唯bandset
弁天ランド
LABOnes.
深居優治
VALENTINE DAY
根本凪
"【出演】Vo. EYEGt. 夢時 , Gt. ERIKA , Ba. RIO , Dr. KAZAMI"
YOUR ADVISORY BOARD
HASHIRIBI
Camping Trailer
近道
PANDAMIC
コバヤシコトリ
ヒッチコック
会場：下北沢SHELTER
ブリキノコインズ
ササキオサムwith BAND（gtr梅田和利
été
totemぽぉる
demipogune
オータムス
赤城文
synchre
Sunny Miles
Timmy
ろくでもない夜
近松
樂円音樂
鉄砲
音の旅crew
The pingpongs
【beatbox】ne-zo(NERO&Han-zo)Rabies(74&Viva&Mino)EVOLVEandmore…
マチルダ
she might be swimmer
WAVER
Fictreal C
ノウルシ
AKANOBLUE
ひぐらしず
EMOE
BAYD ※10会場往来自由
fumi
THE ともだちたくさんズ
せのしすたぁ
サウルス
ハチキュウ
ザ ニンクス
SYAYOS
ドカドカ
藤村JAPAN
千年ポプラ
THEこうがんず
かち割れ
ロイヤルギャル
nicora ray ark
AVACLUB
転換ACT : DDJ 葵
ガルネア
虻川賢ニ(Euphs)
谷端奏人
Lenalee
il pleut
MIC RAW RUGA
PASTEL RADIO
ERA
ぼんじり
THE NAIVE BOYS
天才凡人
電影と少年CQ
tambi
FIRE ON FIRE
円盤少女
ザ・ヒーローズ
京 英一
HOTALOOP
UtoRillo
JUANAFAN CLUB
NOMMAM (No Gimmick Classics)
WOZNIAK
旧作
MAKKURAGE
VS. VERSE
ラップオバケ
AQ
o_all
Maverick Mom
キキレイレイ
おすましティーパーティー
Ac!u Gromov
佐古勇気
ゆっくり走れ
マリースメック
BUG
宮路三鼓
usabeni
ante
LAY ABOUT WORLD
DRUGONDRAGON
ヒロイックニューシネマ
nullmachi
The Keeley
asayake no ato
FOR A REASON
Nostalgia.
THE あろーんず
ボナンザグラム
千野洋平(シークアル)
Hold my beer
BATROICA METAL SUMMER JACKET
NO GUARD OKEY
Paper moon Endroll
去勢
SAYONARA HATE TOWN
VISION
三毛とアネモネ
オプティミスト
ReG
エチュバリア
小佐野 航(ex. Wata)
裸体のシルエット
でぶコーネリアスEX
SAKA-SAMA
畠山旦(MOTHER
sassya-
［DJ］しのだ(トップシークレットマン)
情緒16号
蟹奉行
drums浪岡健司郎
